filename,width,height,class,xmin,ymin,xmax,ymax
0.1.2_img0.jpg,640,480,0,347,242,464,402
0.1.2_img1.jpg,640,480,0,346,255,448,412
0.1.2_img2.jpg,640,480,0,459,250,587,419
0.1.2_img3.jpg,640,480,0,396,288,485,403
0.1.2_img4.jpg,640,480,0,353,314,435,420
0.1.2_img5.jpg,640,480,0,445,301,538,409
0.1.3_img0.jpg,640,480,0,280,197,434,406
0.1.3_img1.jpg,640,480,0,358,249,481,418
0.1.3_img2.jpg,640,480,0,265,251,397,410
0.1.3_img3.jpg,640,480,0,351,277,429,404
0.1.3_img4.jpg,640,480,0,260,307,331,416
0.1.3_img5.jpg,640,480,0,304,308,379,417
0.1.4_img0.jpg,640,480,0,344,253,447,394
0.1.4_img1.jpg,640,480,0,318,289,415,421
0.1.4_img2.jpg,640,480,0,219,273,323,412
0.1.4_img3.jpg,640,480,0,312,300,370,393
0.1.4_img4.jpg,640,480,0,219,320,283,413
0.1.4_img5.jpg,640,480,0,238,318,301,418
0.1_img0.jpg,640,480,0,358,230,491,407
0.1_img1.jpg,640,480,0,333,265,444,419
0.1_img2.jpg,640,480,0,331,262,450,422
0.1_img3.jpg,640,480,0,305,291,381,396
0.1_img4.jpg,640,480,0,341,310,417,407
0.1_img5.jpg,640,480,0,319,305,387,401
0.2.2_img0.jpg,640,480,0,445,243,578,407
0.2.2_img1.jpg,640,480,0,461,266,564,410
0.2.2_img2.jpg,640,480,0,448,254,577,413
0.2.2_img3.jpg,640,480,0,328,289,419,395
0.2.2_img4.jpg,640,480,0,376,318,448,415
0.2.2_img5.jpg,640,480,0,446,298,523,412
0.2.3_img0.jpg,640,480,0,478,219,624,404
0.2.3_img1.jpg,640,480,0,546,254,640,428
0.2.3_img2.jpg,640,480,0,323,252,449,438
0.2.3_img3.jpg,640,480,0,491,279,581,404
0.2.3_img4.jpg,640,480,0,349,312,424,419
0.2.3_img5.jpg,640,480,0,351,306,418,421
0.2.4_img0.jpg,640,480,0,434,265,555,418
0.2.4_img1.jpg,640,480,0,454,297,542,422
0.2.4_img2.jpg,640,480,0,292,279,392,410
0.2.4_img3.jpg,640,480,0,401,295,473,398
0.2.4_img4.jpg,640,480,0,300,323,365,420
0.2_img0.jpg,640,480,0,489,250,593,404
0.2_img1.jpg,640,480,0,405,254,513,416
0.2_img2.jpg,640,480,0,398,257,520,408
0.2_img3.jpg,640,480,0,415,284,476,410
0.2_img4.jpg,640,480,0,376,299,452,412
20200828_085913.jpg,640,480,alphabet_v,249,163,419,330
20200828_090054.jpg,640,480,alphabet_v,228,175,361,303
20200828_090102.jpg,640,480,alphabet_v,240,147,408,309
20200828_090121.jpg,640,480,alphabet_v,258,173,408,317
20200828_090128.jpg,640,480,alphabet_v,253,215,405,363
20200828_090144.jpg,640,480,alphabet_v,231,189,406,366
20200828_090212.jpg,640,480,alphabet_v,238,182,377,311
20200828_090241.jpg,640,480,alphabet_v,247,150,413,293
20200828_090302.jpg,640,480,alphabet_v,238,128,375,256
20200828_090348.jpg,640,480,alphabet_w,278,216,441,379
20200828_090414.jpg,640,480,alphabet_w,208,144,356,285
20200828_090432.jpg,640,480,alphabet_w,216,169,351,296
20200828_090435.jpg,640,480,alphabet_w,221,157,348,278
20200828_090447.jpg,640,480,alphabet_w,268,145,380,258
20200828_090456.jpg,640,480,alphabet_w,241,139,384,281
20200828_090512.jpg,640,480,alphabet_w,248,161,386,296
20200828_090531.jpg,640,480,alphabet_w,186,146,394,344
20200828_090727.jpg,640,480,alphabet_w,270,151,411,288
20200828_090741.jpg,640,480,alphabet_w,225,174,369,311
20200828_090749.jpg,640,480,alphabet_w,244,172,391,313
20200828_090828.jpg,640,480,alphabet_v,262,149,405,282
20200828_090830.jpg,640,480,alphabet_v,258,129,408,272
20200828_090835.jpg,640,480,alphabet_v,248,174,401,308
20200828_090838.jpg,640,480,alphabet_v,248,181,397,324
20200828_090844.jpg,640,480,alphabet_v,267,101,421,256
20200828_090846.jpg,640,480,alphabet_v,237,131,383,279
20200828_090852.jpg,640,480,alphabet_v,255,174,402,312
20200828_090907.jpg,640,480,alphabet_v,209,141,341,259
20200828_090909.jpg,640,480,alphabet_v,242,101,353,212
20200828_090917.jpg,640,480,alphabet_v,243,148,427,326
20200828_090924.jpg,640,480,alphabet_v,261,159,382,281
20200828_091008.jpg,640,480,six,254,186,450,386
20200828_091030.jpg,640,480,six,234,202,383,354
20200828_091053.jpg,640,480,six,231,196,389,355
20200828_091103.jpg,640,480,six,266,194,410,339
20200828_091114.jpg,640,480,six,271,216,388,332
20200828_091138.jpg,640,480,six,262,226,389,350
20200828_091153.jpg,640,480,six,265,215,395,349
20200828_091211.jpg,640,480,six,236,197,395,354
20200828_091226.jpg,640,480,six,318,139,457,281
20200828_091239.jpg,640,480,six,276,167,418,306
20200828_091243.jpg,640,480,six,279,160,418,294
20200828_091254.jpg,640,480,six,266,144,408,284
20200828_091305.jpg,640,480,six,204,204,321,316
20200828_091357.jpg,640,480,right_arrow,273,286,386,418
20200828_091400.jpg,640,480,right_arrow,291,253,388,359
20200828_091409.jpg,640,480,right_arrow,274,244,373,349
20200828_091420.jpg,640,480,right_arrow,241,232,366,366
20200828_091432.jpg,640,480,right_arrow,243,221,361,346
20200828_091453.jpg,640,480,right_arrow,249,126,377,256
20200828_091500.jpg,640,480,right_arrow,311,141,435,271
20200828_091524.jpg,640,480,right_arrow,256,162,366,271
20200828_091536.jpg,640,480,right_arrow,292,109,420,237
20200828_091602.jpg,640,480,right_arrow,218,157,400,335
20200828_091619.jpg,640,480,right_arrow,246,133,380,278
20200828_091710.jpg,640,480,right_arrow,236,225,353,349
20200828_091717.jpg,640,480,right_arrow,286,244,395,360
20200828_091737.jpg,640,480,zero,221,189,354,331
20200828_091748.jpg,640,480,zero,223,209,359,342
20200828_091802.jpg,640,480,zero,262,184,398,330
20200828_091804.jpg,640,480,zero,257,184,399,332
20200828_091813.jpg,640,480,zero,205,125,339,256
20200828_091826.jpg,640,480,zero,207,134,328,253
20200828_091840.jpg,640,480,zero,205,150,324,274
20200828_091856.jpg,640,480,zero,228,199,374,341
20200828_091907.jpg,640,480,zero,239,179,354,294
20200828_091959.jpg,640,480,zero,184,94,335,244
20200828_092001.jpg,640,480,zero,217,81,362,232
20200828_092012.jpg,640,480,zero,118,131,257,269
20200828_092014.jpg,640,480,zero,214,128,347,260
20200828_092028.jpg,640,480,zero,258,136,369,247
20200828_092107.jpg,640,480,alphabet_x,248,190,388,323
20200828_092117.jpg,640,480,alphabet_x,243,161,376,283
20200828_092128.jpg,640,480,alphabet_x,228,132,356,259
20200828_092139.jpg,640,480,alphabet_x,239,128,363,248
20200828_092151.jpg,640,480,alphabet_x,239,161,351,276
20200828_092206.jpg,640,480,alphabet_x,228,150,357,271
20200828_092232.jpg,640,480,alphabet_x,277,221,431,381
20200828_092239.jpg,640,480,alphabet_x,318,275,406,362
20200828_092320.jpg,640,480,alphabet_x,231,104,373,242
20200828_092425.jpg,640,480,alphabet_x,201,180,373,346
20200828_092440.jpg,640,480,alphabet_x,257,141,378,262
20200828_092443.jpg,640,480,alphabet_x,270,142,372,244
20200828_092455.jpg,640,480,alphabet_x,215,119,329,239
20200828_092501.jpg,640,480,alphabet_x,265,144,371,253
20200828_092512.jpg,640,480,alphabet_x,248,187,357,302
20200828_092544.jpg,640,480,left_arrow,245,151,365,268
20200828_092554.jpg,640,480,left_arrow,287,168,423,304
20200828_092606.jpg,640,480,left_arrow,226,181,350,304
20200828_092617.jpg,640,480,left_arrow,263,166,355,256
20200828_092629.jpg,640,480,left_arrow,248,169,383,301
20200828_092651.jpg,640,480,left_arrow,275,129,408,262
20200828_092711.jpg,640,480,left_arrow,299,191,405,302
20200828_092725.jpg,640,480,left_arrow,268,174,364,273
20200828_092741.jpg,640,480,left_arrow,219,146,310,244
20200828_092747.jpg,640,480,left_arrow,236,147,353,268
20200828_092806.jpg,640,480,left_arrow,236,199,355,309
20200828_092856.jpg,640,480,left_arrow,214,200,368,346
20200828_092900.jpg,640,480,left_arrow,274,251,375,349
20200828_092908.jpg,640,480,left_arrow,215,102,366,250
20200828_092942.jpg,640,480,left_arrow,90,58,213,179
20200828_092942.jpg,640,480,six,333,172,453,291
20200828_092947.jpg,640,480,alphabet_x,228,78,359,211
20200828_092947.jpg,640,480,left_arrow,445,229,560,346
20200828_092951.jpg,640,480,alphabet_v,166,288,298,419
20200828_092951.jpg,640,480,zero,413,183,563,336
20200828_092955.jpg,640,480,right_arrow,54,62,187,194
20200828_092955.jpg,640,480,six,128,349,253,470
20200828_092955.jpg,640,480,alphabet_w,302,50,430,181
20200828_093011.jpg,640,480,alphabet_x,151,304,261,409
20200828_093011.jpg,640,480,right_arrow,383,307,496,421
20200828_093011.jpg,640,480,alphabet_v,266,86,377,197
20200828_093015.jpg,640,480,left_arrow,181,287,305,411
20200828_093015.jpg,640,480,right_arrow,433,91,542,206
20200828_093015.jpg,640,480,alphabet_x,201,90,312,204
20200828_093018.jpg,640,480,alphabet_w,436,69,548,180
20200828_093018.jpg,640,480,six,252,324,363,436
20200828_093018.jpg,640,480,right_arrow,91,251,208,361
20200828_093025.jpg,640,480,alphabet_v,173,49,291,169
20200828_093025.jpg,640,480,alphabet_x,60,281,176,396
20200828_093025.jpg,640,480,zero,298,302,418,414
20200828_093031.jpg,640,480,zero,81,84,221,217
20200828_093031.jpg,640,480,left_arrow,111,301,236,423
20200828_093031.jpg,640,480,six,458,239,578,361
20200828_093059.jpg,640,480,alphabet_w,188,121,296,231
20200828_093059.jpg,640,480,zero,13,227,119,331
20200828_093059.jpg,640,480,right_arrow,268,331,373,434
20200828_105400.jpg,640,480,alphabet_v,176,116,204,184
20200828_105401.jpg,640,480,alphabet_v,148,111,184,189
20200828_105402.jpg,640,480,alphabet_v,116,106,164,200
20200828_105404.jpg,640,480,alphabet_v,78,114,138,220
20200828_105408.jpg,640,480,alphabet_v,228,89,252,165
20200828_105409.jpg,640,480,alphabet_v,212,92,241,175
20200828_105410.jpg,640,480,alphabet_v,168,113,208,224
20200828_105411.jpg,640,480,alphabet_v,114,131,173,260
20200828_105419.jpg,640,480,alphabet_v,135,356,158,425
20200828_105421.jpg,640,480,alphabet_v,114,324,145,408
20200828_105422.jpg,640,480,alphabet_v,78,279,124,387
20200828_105446.jpg,640,480,alphabet_w,108,97,149,204
20200828_105448.jpg,640,480,alphabet_w,96,124,149,235
20200828_105450.jpg,640,480,alphabet_w,170,91,208,184
20200828_105453.jpg,640,480,alphabet_w,97,134,156,282
20200828_105455.jpg,640,480,alphabet_w,89,122,146,261
20200828_105456.jpg,640,480,alphabet_w,61,125,124,251
20200828_105522(0).jpg,640,480,six,176,99,216,204
20200828_105522.jpg,640,480,six,200,84,229,167
20200828_105523.jpg,640,480,six,161,128,204,253
20200828_105524.jpg,640,480,six,193,132,228,263
20200828_105526.jpg,640,480,six,173,132,207,236
20200828_105535.jpg,640,480,zero,180,47,212,147
20200828_105536.jpg,640,480,zero,146,91,185,207
20200828_105537.jpg,640,480,zero,131,126,177,248
20200828_105538.jpg,640,480,zero,173,117,208,221
20200828_105540.jpg,640,480,zero,200,119,232,224
20200828_105541.jpg,640,480,zero,124,143,179,280
20200828_105551.jpg,640,480,alphabet_x,141,87,188,192
20200828_105552.jpg,640,480,alphabet_x,174,94,210,188
20200828_105553.jpg,640,480,alphabet_x,158,115,202,221
20200828_105554(0).jpg,640,480,alphabet_x,96,140,165,279
20200828_105554.jpg,640,480,alphabet_x,131,127,188,248
20200828_105555.jpg,640,480,alphabet_x,175,110,210,202
20200828_105556.jpg,640,480,alphabet_x,125,121,176,236
20200828_105603.jpg,640,480,left_arrow,124,69,168,184
20200828_105604.jpg,640,480,left_arrow,109,113,163,242
20200828_105605.jpg,640,480,left_arrow,162,99,201,209
20200828_105606.jpg,640,480,left_arrow,187,89,217,189
20200828_105607.jpg,640,480,left_arrow,158,111,205,237
20200828_105608.jpg,640,480,left_arrow,134,126,194,287
20200828_105617.jpg,640,480,right_arrow,100,139,151,272
20200828_105618.jpg,640,480,right_arrow,151,113,186,219
20200828_105619.jpg,640,480,right_arrow,102,134,152,264
20200828_105620.jpg,640,480,right_arrow,76,148,142,303
20200828_105621.jpg,640,480,right_arrow,217,129,249,285
20200828_105622.jpg,640,480,right_arrow,180,137,230,348
20200828_105624.jpg,640,480,right_arrow,122,148,208,407
20200828_105625.jpg,640,480,right_arrow,199,117,239,269
20200831_162355.jpg,640,480,right_arrow,267,154,379,266
20200831_162358.jpg,640,480,right_arrow,251,149,368,273
20200831_162359.jpg,640,480,right_arrow,196,139,311,257
20200831_162401.jpg,640,480,right_arrow,233,135,347,249
20200831_162412.jpg,640,480,right_arrow,258,101,353,198
20200831_162415.jpg,640,480,right_arrow,335,97,427,193
20200831_162417.jpg,640,480,right_arrow,289,91,388,194
20200831_162456.jpg,640,480,right_arrow,252,109,383,239
20200831_162502.jpg,640,480,right_arrow,219,107,329,221
20200831_162512.jpg,640,480,right_arrow,297,104,404,220
20200831_162552.jpg,640,480,right_arrow,202,132,339,266
20200831_162553.jpg,640,480,right_arrow,219,131,321,236
20200831_162555.jpg,640,480,right_arrow,237,97,341,208
20200831_162637.jpg,640,480,left_arrow,188,138,300,250
20200831_162639.jpg,640,480,left_arrow,221,135,330,238
20200831_162659.jpg,640,480,alphabet_x,216,116,318,216
20200831_162702.jpg,640,480,alphabet_x,190,109,300,217
20200831_162704.jpg,640,480,alphabet_x,257,119,353,216
20200831_162735.jpg,640,480,zero,251,137,360,251
20200831_162738.jpg,640,480,zero,239,145,349,253
20200831_162758.jpg,640,480,six,224,116,334,229
20200831_162800.jpg,640,480,six,245,111,350,219
20200831_162802.jpg,640,480,six,208,135,310,242
20200831_162829.jpg,640,480,alphabet_x,235,153,334,253
20200831_162830.jpg,640,480,alphabet_w,263,147,360,246
20200831_162832.jpg,640,480,alphabet_w,205,149,302,251
20200831_162845.jpg,640,480,alphabet_v,202,121,337,251
20200831_162847.jpg,640,480,alphabet_v,260,169,368,282
20200831_162849.jpg,640,480,alphabet_v,218,150,330,261
20200831_162917.jpg,640,480,alphabet_v,255,212,402,355
20200831_162919.jpg,640,480,alphabet_v,237,215,392,371
20200831_163006.jpg,640,480,alphabet_v,279,135,391,245
20200831_163008.jpg,640,480,alphabet_v,292,106,401,216
20200831_163012.jpg,640,480,alphabet_v,272,145,403,274
20200831_163037.jpg,640,480,zero,245,140,380,272
20200831_163039.jpg,640,480,zero,258,115,403,259
20200831_163042.jpg,640,480,zero,237,118,358,248
20200831_163045.jpg,640,480,zero,270,131,375,230
20200831_163107.jpg,640,480,six,248,92,364,214
20200831_163110.jpg,640,480,six,235,96,353,217
20200831_163113.jpg,640,480,six,275,110,373,211
20200831_163131.jpg,640,480,alphabet_w,238,125,380,261
20200831_163133.jpg,640,480,alphabet_w,220,113,351,248
20200831_163134.jpg,640,480,alphabet_w,256,119,355,217
20200831_163137.jpg,640,480,alphabet_w,225,122,359,257
20200831_163159.jpg,640,480,alphabet_x,276,124,426,276
20200831_163307.jpg,640,480,right_arrow,255,129,390,267
20200831_163309.jpg,640,480,right_arrow,210,104,347,244
20200831_163312.jpg,640,480,right_arrow,283,112,385,214
20200831_163327.jpg,640,480,left_arrow,227,138,362,275
20200831_163329.jpg,640,480,left_arrow,225,105,348,236
20200831_163331.jpg,640,480,left_arrow,303,89,431,222
20200831_163333.jpg,640,480,left_arrow,275,119,387,233
20200831_163400.jpg,640,480,left_arrow,231,90,349,210
20200831_163404.jpg,640,480,left_arrow,238,105,345,210
20200831_163408.jpg,640,480,left_arrow,250,113,376,249
20200831_163414.jpg,640,480,left_arrow,245,126,341,225
20200831_163531.jpg,640,480,alphabet_x,236,116,375,252
